,True Captions,RNN With Dropout Layers,RNN Without Dropout,LogisticDecoder
2684489465_32ba1d0344.jpg,"['a small dog jumps over a jump', 'a small white dog is jumping over a green and red obstacle bar', 'a white dog runs through an obstacle course', 'the white dog is jumping over hurdles', 'the white dog is leaping over a red and green fence on an obstacle course']",a curly haired dog is running in an obstacle course,a fluffy black dog is running in sand,dog dog dog over dog over over in red blue board obstacle with lawn a
2687672606_275169c35d.jpg,"['a girl with indian clothing on and henna on her hand goes through paperwork', 'a woman wearing jewelry holds a piece of paper and looks down', 'a woman wears a colorful shirt and a lot of jewelry', 'the lady in the multi-colored shirt has a necklace on a white object in her hand', 'the woman with a henna tattoo holds a piece of paper in her left hand']",a skinny girl wearing a black shirt being dressed up a outfir from a busy street,a shirtless boy looking at a water gun,the girl girl outside a the white in a a above away with a bars
2691966747_cfa154982b.jpg,"['a white dog coming out of a blue tunnel', 'a white dog runs out of a long blue tube outside', 'a white dog runs through a large blue tube', 'the small white dog is coming out of a blue tunnel', 'the white dog emerges from the tunnel on the course']",a german shepherd runs in a field of long grass,a furry black dog is running in sand,the dog white dog dog jumps large in
2693539377_5442430f81.jpg,"['a boy and girl riding a roller coaster', 'children on a ride at an amusement park', 'the children are smiling whist sitting on a fairground ride', 'two children swing around on a carnival ride', 'two little kids having fun at a roller coaster']",a male jumps over a rock,a blonde haired girl in a white hooded dress that is punching his shirt in a park,the child girl an a are in down navy are a red in of pants
2694426634_118566f7ab.jpg,"['a man and two children in a boat on the water', 'a man and two children in life jackets in a boat on a lake', 'a man paddling a rowboat with two children in back', 'man and two kids on a boat on the lake', 'two children wearing life jackets face an older male while he paddles the canoe they are sitting in']",a few men stand in a standing enjoying night wearing a nice sports shirt,a kid jumping into a pool,a group in on to on boat gear river
2694890967_7c7a89de16.jpg,"['a group of people are laying in the grass under an umbrella', 'a group of people are sitting under a sunshade in a grassy woodland clearing', 'a group of picnickers sit under an umbrella', 'a group of young adult women in bikinis sit in a field of wild grass and flowers some under a striped umbrella', 'a group of young woman sunbathing is meadow']",a male jumps over a rock,a blonde haired girl in a white hooded dress that is punching his shirt in a park,the girl in a a the has his white holding trail below with of
2695085448_a11833df95.jpg,"['a woman in a black dress crouching in front of a brick wall talking on a cellphone', 'a woman in all black crouches against a wall while making a phone call', 'a woman on the phone next to a brick wall', 'the woman crouches against a brick wall speaking on her cellphone', 'woman talking on pink cellphone in front of a brick wall']",a few girls wearing white head and tops play instruments,a bunch of people in a large mall,an man in teenagers the is her on a sitting of steps sidewalk building to
269630255_c3ec75c792.jpg,"['a brown dog is running across the grass with a stick in its mouth', 'a dog with its mouth open is walking on a path on a garden which is next to a lake or a stream', 'a pitbull is returning a stick during a game of fetch', 'a pitbull playing with a stick', 'brown dog running through a field with a stick in its mouth']",a golden retriever jumps on a red carpet,a furry black dog is running in sand,the dog in is dog back a dirt the area a his mouth its
2698119128_62b4741043.jpg,"['a girl enjoys the swimming pool', 'a young girl in an orange bathing suit is about to splash into a pool', 'a young girl in a red bathing suit is swimming in a pool', 'girl in orange suit swims in pool', 'the girl is swimming in the pool']",a toddler wearing red with a black swimsuit jumps into a paddling pool,a swimmer wearing pink and the boy underwater and goggles,a girl in in and swimming goggles in hand swimming water a lap
2698197294_ccd9327ef6.jpg,"['a black and white dog is running through shallow water', 'a black and white dog runs through the water', 'black and white dog running through water', 'the black and white dog is running through the water', 'this dog is running through water on a beach']",a black dog jumps on a a river in water,a tan dog jumps in the water with his tongue out beside it,the black and white dog the running the shallows
269986132_91b71e8aaa.jpg,"['a group of soccer players after a ball', 'a soccer game between the red team and the blue team', 'a soccer game is in progress', 'soccer game with teams in red and blue', 'two teams of soccer players playing a game on a field']",a cricket players run on the grass near the goal,a bunch of women in white white fans playing basketball,an group of in a going game in the soccer oklahoma in two the other
270724499_107481c88f.jpg,"['a dog with a blue ball running in a field', 'a small tan dog running on the grass with a ball in his mouth', 'dog running towards camera with a ball in its mouth', 'small dog running in the grass with a toy in its mouth', 'the dog is running with a colorful ball']",a puppy walks through a field,a pack of dogs with white and green surrounded by a deflated plain,the dog in is a on in grass ball grass road catch with background
2708634088_a4686be24c.jpg,"['two brown dogs one with a stick in its mouth', 'two dogs are running side by side through long grass', 'two large black and brown dogs run through the tall grass', 'two large dogs bound through a field', 'two tall black dogs run through tall grass']",a golden retriever jumps on a red chest with his mouth wide open,a pack of dogs with white and green light playing,a running girl is the stick through dirt forest the stick a tree of water
2709683703_5385ea9ef4.jpg,"[""a man is squirting water into a white dog's mouth with a squirt gun"", 'a man spraying a super soaker into the mouth of a dog', ""a young man squirts water from a water gun into a dog's mouth"", 'man squirts water gun in dogs mouth', 'the young man with the water gun is shooting water into the white dogs mouth']",a male jumps over a rock,a blonde haired girl in a white hooded dress that is punching his shirt in a park,two small white is his red with across little dog a a dog the behind
2714699748_c9270dd5aa.jpg,"['two bulldogs playing on the floor', 'two dogs are playing and wrestling with each other', 'two dogs are playing together on white carpet near a couch', 'two dogs playing on carpet', 'two dogs wrestle']",a closeup of a dog is wearing an orange vest,a german shepherd running in a snow setting,the dog dog rests each are walking on dog dog black
2716251485_d6113f4c8a.jpg,"['a man carrying a bag passes by two telephone booths', 'a man carrying an orange bag walks past two british style telephone boxes', 'a man walks by a red telephone booth that says ring ring', 'a man walks by red telephone booths', 'an older man with a shopping bag walks by two red telephone booths']",a few boys standing in a large village,a bride swings while the man in jeans walks around a rundown house,an man girl looking pink sweatshirt stands on to a car
